"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:2000107"	"negative regulation of leukocyte apoptot..."	34	1	0.91	"1.00000"
"GO:0045132"	"meiotic chromosome segregation"	63	2	1.69	"1.00000"
"GO:0043550"	"regulation of lipid kinase activity"	51	1	1.37	"1.00000"
"GO:0043551"	"regulation of phosphatidylinositol 3-kin..."	43	1	1.15	"1.00000"
"GO:0045137"	"development of primary sexual characteri..."	182	8	4.88	"1.00000"
"GO:0001977"	"renal system process involved in regulat..."	11	1	0.29	"1.00000"
"GO:0035113"	"embryonic appendage morphogenesis"	106	1	2.84	"1.00000"
"GO:0009987"	"cellular process"	12647	342	338.9	"1.00000"
"GO:1904645"	"response to amyloid-beta"	41	2	1.1	"1.00000"
"GO:0006414"	"translational elongation"	128	6	3.43	"1.00000"
"GO:0006415"	"translational termination"	103	4	2.76	"1.00000"
"GO:0040029"	"regulation of gene expression, epigeneti..."	130	4	3.48	"1.00000"
"GO:0043583"	"ear development"	189	4	5.06	"1.00000"
"GO:0043588"	"skin development"	202	1	5.41	"1.00000"
"GO:0040011"	"locomotion"	1448	35	38.8	"1.00000"
"GO:0022603"	"regulation of anatomical structure morph..."	918	17	24.6	"1.00000"
"GO:0035148"	"tube formation"	141	1	3.78	"1.00000"
"GO:0040012"	"regulation of locomotion"	794	19	21.28	"1.00000"
"GO:0040013"	"negative regulation of locomotion"	254	2	6.81	"1.00000"
"GO:0040014"	"regulation of multicellular organism gro..."	54	2	1.45	"1.00000"
"GO:0051093"	"negative regulation of developmental pro..."	774	16	20.74	"1.00000"
"GO:0022607"	"cellular component assembly"	2481	89	66.48	"1.00000"
"GO:0051094"	"positive regulation of developmental pro..."	1143	20	30.63	"1.00000"
"GO:0034724"	"DNA replication-independent nucleosome o..."	35	1	0.94	"1.00000"
"GO:0048024"	"regulation of mRNA splicing, via spliceo..."	106	1	2.84	"1.00000"
"GO:0030072"	"peptide hormone secretion"	199	6	5.33	"1.00000"
"GO:0030073"	"insulin secretion"	171	5	4.58	"1.00000"
"GO:0051098"	"regulation of binding"	323	7	8.66	"1.00000"
"GO:0034728"	"nucleosome organization"	94	1	2.52	"1.00000"
"GO:0043574"	"peroxisomal transport"	67	3	1.8	"1.00000"
"GO:0051099"	"positive regulation of binding"	153	5	4.1	"1.00000"
"GO:0061061"	"muscle structure development"	524	10	14.04	"1.00000"
"GO:0038084"	"vascular endothelial growth factor signa..."	32	1	0.86	"1.00000"
"GO:0046496"	"nicotinamide nucleotide metabolic proces..."	27	1	0.72	"1.00000"
"GO:0035136"	"forelimb morphogenesis"	34	1	0.91	"1.00000"
"GO:0033554"	"cellular response to stress"	1806	39	48.39	"1.00000"
"GO:0033559"	"unsaturated fatty acid metabolic process"	83	1	2.22	"1.00000"
"GO:0048016"	"inositol phosphate-mediated signaling"	47	1	1.26	"1.00000"
"GO:0001944"	"vasculature development"	573	10	15.35	"1.00000"
"GO:0048017"	"inositol lipid-mediated signaling"	160	4	4.29	"1.00000"
"GO:0043523"	"regulation of neuron apoptotic process"	189	6	5.06	"1.00000"
"GO:1902099"	"regulation of metaphase/anaphase transit..."	56	2	1.5	"1.00000"
"GO:0009913"	"epidermal cell differentiation"	143	1	3.83	"1.00000"
"GO:0009914"	"hormone transport"	246	6	6.59	"1.00000"
"GO:0016331"	"morphogenesis of embryonic epithelium"	141	1	3.78	"1.00000"
"GO:0030029"	"actin filament-based process"	674	17	18.06	"1.00000"
"GO:0048041"	"focal adhesion assembly"	78	2	2.09	"1.00000"
"GO:0001935"	"endothelial cell proliferation"	119	1	3.19	"1.00000"
"GO:0001936"	"regulation of endothelial cell prolifera..."	107	1	2.87	"1.00000"
"GO:0043516"	"regulation of DNA damage response, signa..."	29	1	0.78	"1.00000"
"GO:0030041"	"actin filament polymerization"	161	9	4.31	"1.00000"
"GO:0036498"	"IRE1-mediated unfolded protein response"	61	1	1.63	"1.00000"
"GO:0030042"	"actin filament depolymerization"	46	2	1.23	"1.00000"
"GO:0046460"	"neutral lipid biosynthetic process"	34	1	0.91	"1.00000"
"GO:0043543"	"protein acylation"	223	4	5.98	"1.00000"
"GO:0046461"	"neutral lipid catabolic process"	27	1	0.72	"1.00000"
"GO:0046463"	"acylglycerol biosynthetic process"	34	1	0.91	"1.00000"
"GO:0046464"	"acylglycerol catabolic process"	27	1	0.72	"1.00000"
"GO:0030048"	"actin filament-based movement"	119	1	3.19	"1.00000"
"GO:0044703"	"multi-organism reproductive process"	715	13	19.16	"1.00000"
"GO:0043549"	"regulation of kinase activity"	764	24	20.47	"1.00000"
"GO:0046467"	"membrane lipid biosynthetic process"	120	4	3.22	"1.00000"
"GO:0035107"	"appendage morphogenesis"	127	1	3.4	"1.00000"
"GO:0044706"	"multi-multicellular organism process"	176	3	4.72	"1.00000"
"GO:0035108"	"limb morphogenesis"	127	1	3.4	"1.00000"
"GO:0051050"	"positive regulation of transport"	734	19	19.67	"1.00000"
"GO:0006402"	"mRNA catabolic process"	339	42	9.08	"1.00000"
"GO:0051052"	"regulation of DNA metabolic process"	303	6	8.12	"1.00000"
"GO:0030030"	"cell projection organization"	1411	31	37.81	"1.00000"
"GO:0006405"	"RNA export from nucleus"	131	3	3.51	"1.00000"
"GO:0051054"	"positive regulation of DNA metabolic pro..."	173	4	4.64	"1.00000"
"GO:0030031"	"cell projection assembly"	509	14	13.64	"1.00000"
"GO:0051056"	"regulation of small GTPase mediated sign..."	288	6	7.72	"1.00000"
"GO:0043534"	"blood vessel endothelial cell migration"	97	2	2.6	"1.00000"
"GO:0030036"	"actin cytoskeleton organization"	595	16	15.94	"1.00000"
"GO:0043535"	"regulation of blood vessel endothelial c..."	78	2	2.09	"1.00000"
"GO:0030038"	"contractile actin filament bundle assemb..."	92	1	2.47	"1.00000"
"GO:0040001"	"establishment of mitotic spindle localiz..."	34	1	0.91	"1.00000"
"GO:0097352"	"autophagosome maturation"	37	1	0.99	"1.00000"
"GO:0051084"	"'de novo' posttranslational protein fold..."	33	1	0.88	"1.00000"
"GO:0040007"	"growth"	811	11	21.73	"1.00000"
"GO:0001906"	"cell killing"	67	4	1.8	"1.00000"
"GO:0038034"	"signal transduction in absence of ligand"	60	1	1.61	"1.00000"
"GO:0001909"	"leukocyte mediated cytotoxicity"	51	2	1.37	"1.00000"
"GO:0061013"	"regulation of mRNA catabolic process"	184	6	4.93	"1.00000"
"GO:0046486"	"glycerolipid metabolic process"	344	7	9.22	"1.00000"
"GO:0061014"	"positive regulation of mRNA catabolic pr..."	47	1	1.26	"1.00000"
"GO:0046488"	"phosphatidylinositol metabolic process"	159	2	4.26	"1.00000"
"GO:0140352"	"export from cell"	1151	31	30.84	"1.00000"
"GO:0140354"	"lipid import into cell"	16	1	0.43	"1.00000"
"GO:0048002"	"antigen processing and presentation of p..."	154	4	4.13	"1.00000"
"GO:0046470"	"phosphatidylcholine metabolic process"	63	1	1.69	"1.00000"
"GO:0061041"	"regulation of wound healing"	107	4	2.87	"1.00000"
"GO:0007369"	"gastrulation"	151	1	4.05	"1.00000"
"GO:0035295"	"tube development"	855	17	22.91	"1.00000"
"GO:0014742"	"positive regulation of muscle hypertroph..."	25	2	0.67	"1.00000"
"GO:0035296"	"regulation of tube diameter"	106	3	2.84	"1.00000"
"GO:0014743"	"regulation of muscle hypertrophy"	47	2	1.26	"1.00000"
"GO:0061045"	"negative regulation of wound healing"	55	1	1.47	"1.00000"
"GO:0006195"	"purine nucleotide catabolic process"	41	1	1.1	"1.00000"
"GO:0018022"	"peptidyl-lysine methylation"	102	4	2.73	"1.00000"
"GO:0030001"	"metal ion transport"	707	13	18.95	"1.00000"
"GO:0043500"	"muscle adaptation"	82	3	2.2	"1.00000"
"GO:2000278"	"regulation of DNA biosynthetic process"	103	1	2.76	"1.00000"
"GO:0018023"	"peptidyl-lysine trimethylation"	38	2	1.02	"1.00000"
"GO:0030003"	"cellular cation homeostasis"	490	9	13.13	"1.00000"
"GO:0043506"	"regulation of JUN kinase activity"	74	3	1.98	"1.00000"
"GO:0046425"	"regulation of receptor signaling pathway..."	78	2	2.09	"1.00000"
"GO:0061035"	"regulation of cartilage development"	57	2	1.53	"1.00000"
"GO:0031952"	"regulation of protein autophosphorylatio..."	44	2	1.18	"1.00000"
"GO:0007389"	"pattern specification process"	356	3	9.54	"1.00000"
"GO:0036473"	"cell death in response to oxidative stre..."	74	3	1.98	"1.00000"
"GO:0036474"	"cell death in response to hydrogen perox..."	24	3	0.64	"1.00000"
"GO:0010035"	"response to inorganic substance"	450	12	12.06	"1.00000"
"GO:0051046"	"regulation of secretion"	535	11	14.34	"1.00000"
"GO:1902017"	"regulation of cilium assembly"	47	2	1.26	"1.00000"
"GO:0010038"	"response to metal ion"	294	8	7.88	"1.00000"
"GO:0051048"	"negative regulation of secretion"	135	3	3.62	"1.00000"
"GO:1902019"	"regulation of cilium-dependent cell moti..."	14	1	0.38	"1.00000"
"GO:0051049"	"regulation of transport"	1448	33	38.8	"1.00000"
"GO:0033500"	"carbohydrate homeostasis"	190	3	5.09	"1.00000"
"GO:0035265"	"organ growth"	142	3	3.81	"1.00000"
"GO:1902041"	"regulation of extrinsic apoptotic signal..."	53	1	1.42	"1.00000"
"GO:0051031"	"tRNA transport"	34	1	0.91	"1.00000"
"GO:0006163"	"purine nucleotide metabolic process"	346	8	9.27	"1.00000"
"GO:0006164"	"purine nucleotide biosynthetic process"	147	5	3.94	"1.00000"
"GO:0006165"	"nucleoside diphosphate phosphorylation"	119	1	3.19	"1.00000"
"GO:2000249"	"regulation of actin cytoskeleton reorgan..."	32	1	0.86	"1.00000"
"GO:1905521"	"regulation of macrophage migration"	31	3	0.83	"1.00000"
"GO:1905523"	"positive regulation of macrophage migrat..."	19	3	0.51	"1.00000"
"GO:0021953"	"central nervous system neuron differenti..."	176	6	4.72	"1.00000"
"GO:0046434"	"organophosphate catabolic process"	122	2	3.27	"1.00000"
"GO:0061008"	"hepaticobiliary system development"	125	2	3.35	"1.00000"
"GO:0031929"	"TOR signaling"	104	3	2.79	"1.00000"
"GO:1905517"	"macrophage migration"	39	4	1.05	"1.00000"
"GO:0010001"	"glial cell differentiation"	199	7	5.33	"1.00000"
"GO:0016458"	"gene silencing"	193	3	5.17	"1.00000"
"GO:0035270"	"endocrine system development"	94	1	2.52	"1.00000"
"GO:0045216"	"cell-cell junction organization"	175	4	4.69	"1.00000"
"GO:0035272"	"exocrine system development"	46	1	1.23	"1.00000"
"GO:0016482"	"cytosolic transport"	152	3	4.07	"1.00000"
"GO:0033692"	"cellular polysaccharide biosynthetic pro..."	62	1	1.66	"1.00000"
"GO:0016485"	"protein processing"	164	1	4.39	"1.00000"
"GO:0021924"	"cell proliferation in external granule l..."	15	1	0.4	"1.00000"
"GO:1902001"	"fatty acid transmembrane transport"	22	1	0.59	"1.00000"
"GO:1903959"	"regulation of anion transmembrane transp..."	29	1	0.78	"1.00000"
"GO:1902003"	"regulation of amyloid-beta formation"	30	2	0.8	"1.00000"
"GO:0014896"	"muscle hypertrophy"	69	3	1.85	"1.00000"
"GO:0019953"	"sexual reproduction"	578	11	15.49	"1.00000"
"GO:0014897"	"striated muscle hypertrophy"	68	3	1.82	"1.00000"
"GO:0021915"	"neural tube development"	156	1	4.18	"1.00000"
"GO:0006110"	"regulation of glycolytic process"	70	1	1.88	"1.00000"
"GO:0006112"	"energy reserve metabolic process"	70	1	1.88	"1.00000"
"GO:0044819"	"mitotic G1/S transition checkpoint"	61	3	1.63	"1.00000"
"GO:0019985"	"translesion synthesis"	39	2	1.05	"1.00000"
"GO:0006119"	"oxidative phosphorylation"	103	15	2.76	"1.00000"
"GO:0044843"	"cell cycle G1/S phase transition"	251	10	6.73	"1.00000"
"GO:0006140"	"regulation of nucleotide metabolic proce..."	100	2	2.68	"1.00000"
"GO:0035249"	"synaptic transmission, glutamatergic"	89	1	2.38	"1.00000"
"GO:0009062"	"fatty acid catabolic process"	100	2	2.68	"1.00000"
"GO:0009063"	"cellular amino acid catabolic process"	99	2	2.65	"1.00000"
"GO:0009066"	"aspartate family amino acid metabolic pr..."	44	1	1.18	"1.00000"
"GO:0021930"	"cerebellar granule cell precursor prolif..."	15	1	0.4	"1.00000"
"GO:0009068"	"aspartate family amino acid catabolic pr..."	20	1	0.54	"1.00000"
"GO:0016441"	"posttranscriptional gene silencing"	132	2	3.54	"1.00000"
"GO:0016444"	"somatic cell DNA recombination"	50	3	1.34	"1.00000"
"GO:0099072"	"regulation of postsynaptic membrane neur..."	63	1	1.69	"1.00000"
"GO:0016445"	"somatic diversification of immunoglobuli..."	51	3	1.37	"1.00000"
"GO:0035239"	"tube morphogenesis"	690	13	18.49	"1.00000"
"GO:0044839"	"cell cycle G2/M phase transition"	255	9	6.83	"1.00000"
"GO:0043620"	"regulation of DNA-templated transcriptio..."	105	5	2.81	"1.00000"
"GO:0009056"	"catabolic process"	2279	85	61.07	"1.00000"
"GO:0006139"	"nucleobase-containing compound metabolic..."	4706	160	126.1	"1.00000"
"GO:0009057"	"macromolecule catabolic process"	1269	64	34	"1.00000"
"GO:0009058"	"biosynthetic process"	5128	169	137.41	"1.00000"
"GO:0043624"	"cellular protein complex disassembly"	206	7	5.52	"1.00000"
"GO:0009059"	"macromolecule biosynthetic process"	4195	148	112.41	"1.00000"
"GO:0043628"	"ncRNA 3'-end processing"	36	3	0.96	"1.00000"
"GO:0033683"	"nucleotide-excision repair, DNA incision"	39	3	1.05	"1.00000"
"GO:0014855"	"striated muscle cell proliferation"	55	1	1.47	"1.00000"
"GO:0009081"	"branched-chain amino acid metabolic proc..."	24	1	0.64	"1.00000"
"GO:0033687"	"osteoblast proliferation"	26	1	0.7	"1.00000"
"GO:0043618"	"regulation of transcription from RNA pol..."	100	5	2.68	"1.00000"
"GO:0033673"	"negative regulation of kinase activity"	220	4	5.9	"1.00000"
"GO:0019941"	"modification-dependent protein catabolic..."	590	14	15.81	"1.00000"
"GO:0007492"	"endoderm development"	63	1	1.69	"1.00000"
"GO:0043647"	"inositol phosphate metabolic process"	60	1	1.61	"1.00000"
"GO:0046165"	"alcohol biosynthetic process"	137	5	3.67	"1.00000"
"GO:0043648"	"dicarboxylic acid metabolic process"	75	1	2.01	"1.00000"
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	210	2	5.63	"1.00000"
"GO:0019932"	"second-messenger-mediated signaling"	313	6	8.39	"1.00000"
"GO:0060350"	"endochondral bone morphogenesis"	49	2	1.31	"1.00000"
"GO:0019935"	"cyclic-nucleotide-mediated signaling"	142	3	3.81	"1.00000"
"GO:0043631"	"RNA polyadenylation"	42	1	1.13	"1.00000"
"GO:0043632"	"modification-dependent macromolecule cat..."	598	14	16.02	"1.00000"
"GO:0006109"	"regulation of carbohydrate metabolic pro..."	174	2	4.66	"1.00000"
"GO:1900407"	"regulation of cellular response to oxida..."	67	3	1.8	"1.00000"
"GO:1900408"	"negative regulation of cellular response..."	38	3	1.02	"1.00000"
"GO:0150115"	"cell-substrate junction organization"	95	2	2.55	"1.00000"
"GO:0150116"	"regulation of cell-substrate junction or..."	62	2	1.66	"1.00000"
"GO:0140467"	"integrated stress response signaling"	18	1	0.48	"1.00000"
"GO:0014812"	"muscle cell migration"	75	2	2.01	"1.00000"
"GO:0046189"	"phenol-containing compound biosynthetic ..."	37	1	0.99	"1.00000"
"GO:2000785"	"regulation of autophagosome assembly"	36	1	0.96	"1.00000"
"GO:0070316"	"regulation of G0 to G1 transition"	41	1	1.1	"1.00000"
"GO:0097485"	"neuron projection guidance"	263	4	7.05	"1.00000"
"GO:1903900"	"regulation of viral life cycle"	124	1	3.32	"1.00000"
"GO:0046173"	"polyol biosynthetic process"	55	3	1.47	"1.00000"
"GO:1903902"	"positive regulation of viral life cycle"	56	1	1.5	"1.00000"
"GO:1905666"	"regulation of protein localization to en..."	13	1	0.35	"1.00000"
"GO:2000772"	"regulation of cellular senescence"	39	1	1.05	"1.00000"
"GO:0060322"	"head development"	720	16	19.29	"1.00000"
"GO:0060323"	"head morphogenesis"	33	2	0.88	"1.00000"
"GO:0060324"	"face development"	46	2	1.23	"1.00000"
"GO:2001141"	"regulation of RNA biosynthetic process"	2876	79	77.07	"1.00000"
"GO:0097479"	"synaptic vesicle localization"	54	1	1.45	"1.00000"
"GO:0045765"	"regulation of angiogenesis"	224	2	6	"1.00000"
"GO:0043603"	"cellular amide metabolic process"	937	61	25.11	"1.00000"
"GO:0043604"	"amide biosynthetic process"	721	57	19.32	"1.00000"
"GO:1901362"	"organic cyclic compound biosynthetic pro..."	3587	104	96.12	"1.00000"
"GO:0046128"	"purine ribonucleoside metabolic process"	49	2	1.31	"1.00000"
"GO:0031098"	"stress-activated protein kinase signalin..."	252	6	6.75	"1.00000"
"GO:0031099"	"regeneration"	154	2	4.13	"1.00000"
"GO:0060341"	"regulation of cellular localization"	874	23	23.42	"1.00000"
"GO:0045786"	"negative regulation of cell cycle"	551	18	14.76	"1.00000"
"GO:0060349"	"bone morphogenesis"	81	2	2.17	"1.00000"
"GO:0035767"	"endothelial cell chemotaxis"	23	1	0.62	"1.00000"
"GO:0007422"	"peripheral nervous system development"	66	3	1.77	"1.00000"
"GO:0007423"	"sensory organ development"	480	6	12.86	"1.00000"
"GO:0031060"	"regulation of histone methylation"	57	1	1.53	"1.00000"
"GO:0031062"	"positive regulation of histone methylati..."	35	1	0.94	"1.00000"
"GO:0070302"	"regulation of stress-activated protein k..."	196	4	5.25	"1.00000"
"GO:0031063"	"regulation of histone deacetylation"	27	1	0.72	"1.00000"
"GO:0070304"	"positive regulation of stress-activated ..."	139	3	3.72	"1.00000"
"GO:1900151"	"regulation of nuclear-transcribed mRNA c..."	17	1	0.46	"1.00000"
"GO:2000736"	"regulation of stem cell differentiation"	106	2	2.84	"1.00000"
"GO:0014808"	"release of sequestered calcium ion into ..."	26	1	0.7	"1.00000"
"GO:1900153"	"positive regulation of nuclear-transcrib..."	17	1	0.46	"1.00000"
"GO:0036119"	"response to platelet-derived growth fact..."	18	1	0.48	"1.00000"
"GO:0006259"	"DNA metabolic process"	797	24	21.36	"1.00000"
"GO:0002920"	"regulation of humoral immune response"	33	1	0.88	"1.00000"
"GO:0007416"	"synapse assembly"	166	3	4.45	"1.00000"
"GO:0006282"	"regulation of DNA repair"	113	2	3.03	"1.00000"
"GO:1900180"	"regulation of protein localization to nu..."	113	3	3.03	"1.00000"
"GO:0031056"	"regulation of histone modification"	135	2	3.62	"1.00000"
"GO:1990126"	"retrograde transport, endosome to plasma..."	23	1	0.62	"1.00000"
"GO:0031058"	"positive regulation of histone modificat..."	84	2	2.25	"1.00000"
"GO:0006289"	"nucleotide-excision repair"	107	8	2.87	"1.00000"
"GO:0072080"	"nephron tubule development"	82	1	2.2	"1.00000"
"GO:0035773"	"insulin secretion involved in cellular r..."	57	1	1.53	"1.00000"
"GO:0072088"	"nephron epithelium morphogenesis"	65	1	1.74	"1.00000"
"GO:0006275"	"regulation of DNA replication"	100	2	2.68	"1.00000"
"GO:0007431"	"salivary gland development"	36	1	0.96	"1.00000"
"GO:0006278"	"RNA-dependent DNA biosynthetic process"	67	3	1.8	"1.00000"
"GO:0072073"	"kidney epithelium development"	125	1	3.35	"1.00000"
"GO:1901342"	"regulation of vasculature development"	254	3	6.81	"1.00000"
"GO:1901343"	"negative regulation of vasculature devel..."	93	1	2.49	"1.00000"
"GO:0072078"	"nephron tubule morphogenesis"	63	1	1.69	"1.00000"
"GO:0045730"	"respiratory burst"	19	1	0.51	"1.00000"
"GO:0035710"	"CD4-positive, alpha-beta T cell activati..."	64	1	1.71	"1.00000"
"GO:0016125"	"sterol metabolic process"	132	3	3.54	"1.00000"
"GO:0016126"	"sterol biosynthetic process"	68	2	1.82	"1.00000"
"GO:0031023"	"microtubule organizing center organizati..."	128	2	3.43	"1.00000"
"GO:0072028"	"nephron morphogenesis"	67	1	1.8	"1.00000"
"GO:1990138"	"neuron projection extension"	162	2	4.34	"1.00000"
"GO:1900117"	"regulation of execution phase of apoptos..."	30	3	0.8	"1.00000"
"GO:0072012"	"glomerulus vasculature development"	18	1	0.48	"1.00000"
"GO:0060491"	"regulation of cell projection assembly"	154	4	4.13	"1.00000"
"GO:0015780"	"nucleotide-sugar transmembrane transport"	11	1	0.29	"1.00000"
"GO:0032990"	"cell part morphogenesis"	654	12	17.52	"1.00000"
"GO:0007409"	"axonogenesis"	448	8	12	"1.00000"
"GO:0097191"	"extrinsic apoptotic signaling pathway"	198	2	5.31	"1.00000"
"GO:0097193"	"intrinsic apoptotic signaling pathway"	249	12	6.67	"1.00000"
"GO:0097194"	"execution phase of apoptosis"	73	3	1.96	"1.00000"
"GO:0031047"	"gene silencing by RNA"	146	2	3.91	"1.00000"
"GO:1903050"	"regulation of proteolysis involved in ce..."	205	7	5.49	"1.00000"
"GO:1903051"	"negative regulation of proteolysis invol..."	67	2	1.8	"1.00000"
"GO:1903052"	"positive regulation of proteolysis invol..."	114	5	3.05	"1.00000"
"GO:0002902"	"regulation of B cell apoptotic process"	16	1	0.43	"1.00000"
"GO:0062012"	"regulation of small molecule metabolic p..."	378	10	10.13	"1.00000"
"GO:0062013"	"positive regulation of small molecule me..."	115	5	3.08	"1.00000"
"GO:0019058"	"viral life cycle"	283	6	7.58	"1.00000"
"GO:0062014"	"negative regulation of small molecule me..."	77	2	2.06	"1.00000"
"GO:2001251"	"negative regulation of chromosome organi..."	122	3	3.27	"1.00000"
"GO:0019080"	"viral gene expression"	186	39	4.98	"1.00000"
"GO:2001257"	"regulation of cation channel activity"	147	2	3.94	"1.00000"
"GO:0070482"	"response to oxygen levels"	341	11	9.14	"1.00000"
"GO:0008366"	"axon ensheathment"	125	5	3.35	"1.00000"
"GO:0036293"	"response to decreased oxygen levels"	319	10	8.55	"1.00000"
"GO:0090322"	"regulation of superoxide metabolic proce..."	26	1	0.7	"1.00000"
"GO:0042982"	"amyloid precursor protein metabolic proc..."	62	3	1.66	"1.00000"
"GO:0036296"	"response to increased oxygen levels"	24	1	0.64	"1.00000"
"GO:0042983"	"amyloid precursor protein biosynthetic p..."	14	1	0.38	"1.00000"
"GO:0015711"	"organic anion transport"	394	10	10.56	"1.00000"
"GO:0000380"	"alternative mRNA splicing, via spliceoso..."	83	1	2.22	"1.00000"
"GO:0042987"	"amyloid precursor protein catabolic proc..."	46	2	1.23	"1.00000"
"GO:0032963"	"collagen metabolic process"	81	1	2.17	"1.00000"
"GO:0090329"	"regulation of DNA-dependent DNA replicat..."	49	1	1.31	"1.00000"
"GO:0032964"	"collagen biosynthetic process"	38	1	1.02	"1.00000"
"GO:1903076"	"regulation of protein localization to pl..."	91	2	2.44	"1.00000"
"GO:0032965"	"regulation of collagen biosynthetic proc..."	29	1	0.78	"1.00000"
"GO:0090311"	"regulation of protein deacetylation"	42	1	1.13	"1.00000"
"GO:0090312"	"positive regulation of protein deacetyla..."	19	1	0.51	"1.00000"
"GO:1900101"	"regulation of endoplasmic reticulum unfo..."	25	1	0.67	"1.00000"
"GO:0019079"	"viral genome replication"	105	1	2.81	"1.00000"
"GO:0090316"	"positive regulation of intracellular pro..."	165	6	4.42	"1.00000"
"GO:0008380"	"RNA splicing"	420	21	11.25	"1.00000"
"GO:0072001"	"renal system development"	256	8	6.86	"1.00000"
"GO:0015748"	"organophosphate ester transport"	106	4	2.84	"1.00000"
"GO:0015749"	"monosaccharide transmembrane transport"	82	3	2.2	"1.00000"
"GO:0000377"	"RNA splicing, via transesterification re..."	332	18	8.9	"1.00000"
"GO:0032958"	"inositol phosphate biosynthetic process"	22	1	0.59	"1.00000"
"GO:0072006"	"nephron development"	124	2	3.32	"1.00000"
"GO:0072009"	"nephron epithelium development"	94	1	2.52	"1.00000"
"GO:0090342"	"regulation of cell aging"	45	1	1.21	"1.00000"
"GO:0090344"	"negative regulation of cell aging"	24	1	0.64	"1.00000"
"GO:0060485"	"mesenchyme development"	238	2	6.38	"1.00000"
"GO:1903018"	"regulation of glycoprotein metabolic pro..."	40	2	1.07	"1.00000"
"GO:0036260"	"RNA capping"	32	3	0.86	"1.00000"
"GO:1903019"	"negative regulation of glycoprotein meta..."	15	1	0.4	"1.00000"
"GO:0032989"	"cellular component morphogenesis"	720	12	19.29	"1.00000"
"GO:0034502"	"protein localization to chromosome"	71	2	1.9	"1.00000"
"GO:1904994"	"regulation of leukocyte adhesion to vasc..."	17	1	0.46	"1.00000"
"GO:0090335"	"regulation of brown fat cell differentia..."	22	1	0.59	"1.00000"
"GO:0032970"	"regulation of actin filament-based proce..."	337	12	9.03	"1.00000"
"GO:0007162"	"negative regulation of cell adhesion"	215	2	5.76	"1.00000"
"GO:0007164"	"establishment of tissue polarity"	119	2	3.19	"1.00000"
"GO:1903046"	"meiotic cell cycle process"	139	4	3.72	"1.00000"
"GO:1903047"	"mitotic cell cycle process"	807	26	21.62	"1.00000"
"GO:0060420"	"regulation of heart growth"	55	1	1.47	"1.00000"
"GO:0060421"	"positive regulation of heart growth"	31	1	0.83	"1.00000"
"GO:0045861"	"negative regulation of proteolysis"	240	4	6.43	"1.00000"
"GO:0045862"	"positive regulation of proteolysis"	306	10	8.2	"1.00000"
"GO:0006796"	"phosphate-containing compound metabolic ..."	2697	79	72.27	"1.00000"
"GO:2001242"	"regulation of intrinsic apoptotic signal..."	137	7	3.67	"1.00000"
"GO:0007154"	"cell communication"	4875	104	130.63	"1.00000"
"GO:1903034"	"regulation of response to wounding"	134	4	3.59	"1.00000"
"GO:2001243"	"negative regulation of intrinsic apoptot..."	86	3	2.3	"1.00000"
"GO:1903035"	"negative regulation of response to wound..."	69	1	1.85	"1.00000"
"GO:1903036"	"positive regulation of response to wound..."	54	3	1.45	"1.00000"
"GO:0060429"	"epithelium development"	933	15	25	"1.00000"
"GO:1903037"	"regulation of leukocyte cell-cell adhesi..."	213	5	5.71	"1.00000"
"GO:1903039"	"positive regulation of leukocyte cell-ce..."	153	5	4.1	"1.00000"
"GO:0007159"	"leukocyte cell-cell adhesion"	236	5	6.32	"1.00000"
"GO:0097120"	"receptor localization to synapse"	54	1	1.45	"1.00000"
"GO:1990266"	"neutrophil migration"	52	2	1.39	"1.00000"
"GO:0060416"	"response to growth hormone"	31	2	0.83	"1.00000"
"GO:2001233"	"regulation of apoptotic signaling pathwa..."	347	9	9.3	"1.00000"
"GO:2001234"	"negative regulation of apoptotic signali..."	198	5	5.31	"1.00000"
"GO:2001235"	"positive regulation of apoptotic signali..."	152	4	4.07	"1.00000"
"GO:0060419"	"heart growth"	75	2	2.01	"1.00000"
"GO:0045859"	"regulation of protein kinase activity"	673	22	18.03	"1.00000"
"GO:2001236"	"regulation of extrinsic apoptotic signal..."	140	2	3.75	"1.00000"
"GO:0008347"	"glial cell migration"	45	1	1.21	"1.00000"
"GO:0090304"	"nucleic acid metabolic process"	4304	150	115.33	"1.00000"
"GO:0060443"	"mammary gland morphogenesis"	39	1	1.05	"1.00000"
"GO:0032943"	"mononuclear cell proliferation"	178	5	4.77	"1.00000"
"GO:0032944"	"regulation of mononuclear cell prolifera..."	139	4	3.72	"1.00000"
"GO:0120161"	"regulation of cold-induced thermogenesis"	119	1	3.19	"1.00000"
"GO:1904950"	"negative regulation of establishment of ..."	118	3	3.16	"1.00000"
"GO:0006760"	"folic acid-containing compound metabolic..."	24	1	0.64	"1.00000"
"GO:0140112"	"extracellular vesicle biogenesis"	19	1	0.51	"1.00000"
"GO:0006766"	"vitamin metabolic process"	100	1	2.68	"1.00000"
"GO:0006767"	"water-soluble vitamin metabolic process"	67	1	1.8	"1.00000"
"GO:1903008"	"organelle disassembly"	104	3	2.79	"1.00000"
"GO:0007129"	"homologous chromosome pairing at meiosis"	31	1	0.83	"1.00000"
"GO:0036211"	"protein modification process"	3474	79	93.09	"1.00000"
