"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0006968"	"cellular defense response"	14	0	0.11	"1.00000"
"GO:0006972"	"hyperosmotic response"	20	0	0.15	"1.00000"
"GO:0006977"	"DNA damage response, signal transduction..."	51	0	0.39	"1.00000"
"GO:0006978"	"DNA damage response, signal transduction..."	16	0	0.12	"1.00000"
"GO:0006983"	"ER overload response"	11	0	0.08	"1.00000"
"GO:0006984"	"ER-nucleus signaling pathway"	46	0	0.35	"1.00000"
"GO:0006986"	"response to unfolded protein"	158	0	1.21	"1.00000"
"GO:0006991"	"response to sterol depletion"	14	0	0.11	"1.00000"
"GO:0006995"	"cellular response to nitrogen starvation"	11	0	0.08	"1.00000"
"GO:0006997"	"nucleus organization"	109	0	0.84	"1.00000"
"GO:0006998"	"nuclear envelope organization"	48	0	0.37	"1.00000"
"GO:0006999"	"nuclear pore organization"	14	0	0.11	"1.00000"
"GO:0007006"	"mitochondrial membrane organization"	104	0	0.8	"1.00000"
"GO:0007007"	"inner mitochondrial membrane organizatio..."	29	0	0.22	"1.00000"
"GO:0007017"	"microtubule-based process"	685	0	5.25	"1.00000"
"GO:0007018"	"microtubule-based movement"	266	0	2.04	"1.00000"
"GO:0007019"	"microtubule depolymerization"	38	0	0.29	"1.00000"
"GO:0007020"	"microtubule nucleation"	29	0	0.22	"1.00000"
"GO:0007026"	"negative regulation of microtubule depol..."	23	0	0.18	"1.00000"
"GO:0007029"	"endoplasmic reticulum organization"	57	0	0.44	"1.00000"
"GO:0007030"	"Golgi organization"	126	0	0.97	"1.00000"
"GO:0007031"	"peroxisome organization"	72	0	0.55	"1.00000"
"GO:0007034"	"vacuolar transport"	140	0	1.07	"1.00000"
"GO:0007035"	"vacuolar acidification"	21	0	0.16	"1.00000"
"GO:0007039"	"protein catabolic process in the vacuole"	18	0	0.14	"1.00000"
"GO:0007041"	"lysosomal transport"	103	0	0.79	"1.00000"
"GO:0007050"	"cell cycle arrest"	199	0	1.53	"1.00000"
"GO:0007051"	"spindle organization"	168	0	1.29	"1.00000"
"GO:0007052"	"mitotic spindle organization"	107	0	0.82	"1.00000"
"GO:0007059"	"chromosome segregation"	276	0	2.12	"1.00000"
"GO:0007062"	"sister chromatid cohesion"	48	0	0.37	"1.00000"
"GO:0007063"	"regulation of sister chromatid cohesion"	18	0	0.14	"1.00000"
"GO:0007064"	"mitotic sister chromatid cohesion"	20	0	0.15	"1.00000"
"GO:0007076"	"mitotic chromosome condensation"	15	0	0.12	"1.00000"
"GO:0007077"	"mitotic nuclear envelope disassembly"	11	0	0.08	"1.00000"
"GO:0007080"	"mitotic metaphase plate congression"	45	0	0.35	"1.00000"
"GO:0007084"	"mitotic nuclear envelope reassembly"	10	0	0.08	"1.00000"
"GO:0007088"	"regulation of mitotic nuclear division"	137	0	1.05	"1.00000"
"GO:0007091"	"metaphase/anaphase transition of mitotic..."	57	0	0.44	"1.00000"
"GO:0007093"	"mitotic cell cycle checkpoint"	150	0	1.15	"1.00000"
"GO:0007094"	"mitotic spindle assembly checkpoint"	34	0	0.26	"1.00000"
"GO:0007095"	"mitotic G2 DNA damage checkpoint"	20	0	0.15	"1.00000"
"GO:0007096"	"regulation of exit from mitosis"	14	0	0.11	"1.00000"
"GO:0007097"	"nuclear migration"	22	0	0.17	"1.00000"
"GO:0007098"	"centrosome cycle"	114	0	0.87	"1.00000"
"GO:0007099"	"centriole replication"	34	0	0.26	"1.00000"
"GO:0007100"	"mitotic centrosome separation"	13	0	0.1	"1.00000"
"GO:0007127"	"meiosis I"	73	0	0.56	"1.00000"
"GO:0007129"	"homologous chromosome pairing at meiosis"	26	0	0.2	"1.00000"
"GO:0007130"	"synaptonemal complex assembly"	12	0	0.09	"1.00000"
"GO:0007131"	"reciprocal meiotic recombination"	39	0	0.3	"1.00000"
"GO:0007140"	"male meiotic nuclear division"	24	0	0.18	"1.00000"
"GO:0007141"	"male meiosis I"	11	0	0.08	"1.00000"
"GO:0007143"	"female meiotic nuclear division"	22	0	0.17	"1.00000"
"GO:0007158"	"neuron cell-cell adhesion"	14	0	0.11	"1.00000"
"GO:0007163"	"establishment or maintenance of cell pol..."	178	0	1.37	"1.00000"
"GO:0007164"	"establishment of tissue polarity"	111	0	0.85	"1.00000"
"GO:0007175"	"negative regulation of epidermal growth ..."	12	0	0.09	"1.00000"
"GO:0007176"	"regulation of epidermal growth factor-ac..."	22	0	0.17	"1.00000"
"GO:0007183"	"SMAD protein complex assembly"	12	0	0.09	"1.00000"
"GO:0007189"	"adenylate cyclase-activating G protein-c..."	55	0	0.42	"1.00000"
"GO:0007190"	"activation of adenylate cyclase activity"	16	0	0.12	"1.00000"
"GO:0007194"	"negative regulation of adenylate cyclase..."	10	0	0.08	"1.00000"
"GO:0007200"	"phospholipase C-activating G protein-cou..."	34	0	0.26	"1.00000"
"GO:0007202"	"activation of phospholipase C activity"	12	0	0.09	"1.00000"
"GO:0007205"	"protein kinase C-activating G protein-co..."	17	0	0.13	"1.00000"
"GO:0007212"	"dopamine receptor signaling pathway"	29	0	0.22	"1.00000"
"GO:0007213"	"G protein-coupled acetylcholine receptor..."	13	0	0.1	"1.00000"
"GO:0007214"	"gamma-aminobutyric acid signaling pathwa..."	13	0	0.1	"1.00000"
"GO:0007218"	"neuropeptide signaling pathway"	36	0	0.28	"1.00000"
"GO:0007220"	"Notch receptor processing"	10	0	0.08	"1.00000"
"GO:0007221"	"positive regulation of transcription of ..."	18	0	0.14	"1.00000"
"GO:0007223"	"Wnt signaling pathway, calcium modulatin..."	32	0	0.25	"1.00000"
"GO:0007250"	"activation of NF-kappaB-inducing kinase ..."	13	0	0.1	"1.00000"
"GO:0007252"	"I-kappaB phosphorylation"	14	0	0.11	"1.00000"
"GO:0007254"	"JNK cascade"	154	0	1.18	"1.00000"
"GO:0007257"	"activation of JUN kinase activity"	27	0	0.21	"1.00000"
"GO:0007259"	"receptor signaling pathway via JAK-STAT"	79	0	0.61	"1.00000"
"GO:0007260"	"tyrosine phosphorylation of STAT protein"	37	0	0.28	"1.00000"
"GO:0007274"	"neuromuscular synaptic transmission"	16	0	0.12	"1.00000"
"GO:0007276"	"gamete generation"	397	0	3.05	"1.00000"
"GO:0007281"	"germ cell development"	147	0	1.13	"1.00000"
"GO:0007283"	"spermatogenesis"	291	0	2.23	"1.00000"
"GO:0007286"	"spermatid development"	77	0	0.59	"1.00000"
"GO:0007288"	"sperm axoneme assembly"	14	0	0.11	"1.00000"
"GO:0007289"	"spermatid nucleus differentiation"	12	0	0.09	"1.00000"
"GO:0007292"	"female gamete generation"	84	0	0.64	"1.00000"
"GO:0007338"	"single fertilization"	70	0	0.54	"1.00000"
"GO:0007339"	"binding of sperm to zona pellucida"	21	0	0.16	"1.00000"
"GO:0007340"	"acrosome reaction"	22	0	0.17	"1.00000"
"GO:0007398"	"ectoderm development"	15	0	0.12	"1.00000"
"GO:0007405"	"neuroblast proliferation"	47	0	0.36	"1.00000"
"GO:0007492"	"endoderm development"	50	0	0.38	"1.00000"
"GO:0007498"	"mesoderm development"	74	0	0.57	"1.00000"
"GO:0007519"	"skeletal muscle tissue development"	101	0	0.77	"1.00000"
"GO:0007520"	"myoblast fusion"	22	0	0.17	"1.00000"
"GO:0007528"	"neuromuscular junction development"	41	0	0.31	"1.00000"
"GO:0007530"	"sex determination"	12	0	0.09	"1.00000"
"GO:0007549"	"dosage compensation"	15	0	0.12	"1.00000"
"GO:0007566"	"embryo implantation"	36	0	0.28	"1.00000"
"GO:0007585"	"respiratory gaseous exchange by respirat..."	45	0	0.35	"1.00000"
"GO:0007588"	"excretion"	29	0	0.22	"1.00000"
"GO:0007589"	"body fluid secretion"	59	0	0.45	"1.00000"
"GO:0007595"	"lactation"	37	0	0.28	"1.00000"
"GO:0007602"	"phototransduction"	23	0	0.18	"1.00000"
"GO:0007603"	"phototransduction, visible light"	15	0	0.12	"1.00000"
"GO:0007606"	"sensory perception of chemical stimulus"	30	0	0.23	"1.00000"
"GO:0007608"	"sensory perception of smell"	13	0	0.1	"1.00000"
"GO:0007612"	"learning"	111	0	0.85	"1.00000"
"GO:0007617"	"mating behavior"	13	0	0.1	"1.00000"
"GO:0007618"	"mating"	22	0	0.17	"1.00000"
"GO:0007622"	"rhythmic behavior"	35	0	0.27	"1.00000"
"GO:0007628"	"adult walking behavior"	23	0	0.18	"1.00000"
"GO:0007632"	"visual behavior"	39	0	0.3	"1.00000"
"GO:0008053"	"mitochondrial fusion"	24	0	0.18	"1.00000"
"GO:0008088"	"axo-dendritic transport"	67	0	0.51	"1.00000"
"GO:0008089"	"anterograde axonal transport"	45	0	0.35	"1.00000"
"GO:0008090"	"retrograde axonal transport"	19	0	0.15	"1.00000"
"GO:0008156"	"negative regulation of DNA replication"	28	0	0.21	"1.00000"
"GO:0008206"	"bile acid metabolic process"	32	0	0.25	"1.00000"
"GO:0008210"	"estrogen metabolic process"	16	0	0.12	"1.00000"
"GO:0008213"	"protein alkylation"	139	0	1.07	"1.00000"
"GO:0008214"	"protein dealkylation"	29	0	0.22	"1.00000"
"GO:0008272"	"sulfate transport"	12	0	0.09	"1.00000"
"GO:0008277"	"regulation of G protein-coupled receptor..."	94	0	0.72	"1.00000"
"GO:0008286"	"insulin receptor signaling pathway"	111	0	0.85	"1.00000"
"GO:0008298"	"intracellular mRNA localization"	12	0	0.09	"1.00000"
"GO:0008299"	"isoprenoid biosynthetic process"	21	0	0.16	"1.00000"
"GO:0008306"	"associative learning"	57	0	0.44	"1.00000"
"GO:0008333"	"endosome to lysosome transport"	50	0	0.38	"1.00000"
"GO:0008340"	"determination of adult lifespan"	11	0	0.08	"1.00000"
"GO:0008347"	"glial cell migration"	41	0	0.31	"1.00000"
"GO:0008356"	"asymmetric cell division"	14	0	0.11	"1.00000"
"GO:0008535"	"respiratory chain complex IV assembly"	24	0	0.18	"1.00000"
"GO:0008542"	"visual learning"	35	0	0.27	"1.00000"
"GO:0008544"	"epidermis development"	184	0	1.41	"1.00000"
"GO:0008593"	"regulation of Notch signaling pathway"	81	0	0.62	"1.00000"
"GO:0008608"	"attachment of spindle microtubules to ki..."	30	0	0.23	"1.00000"
"GO:0008631"	"intrinsic apoptotic signaling pathway in..."	39	0	0.3	"1.00000"
"GO:0008643"	"carbohydrate transport"	98	0	0.75	"1.00000"
"GO:0008645"	"hexose transmembrane transport"	71	0	0.54	"1.00000"
"GO:0008654"	"phospholipid biosynthetic process"	221	0	1.7	"1.00000"
"GO:0009048"	"dosage compensation by inactivation of X..."	15	0	0.12	"1.00000"
"GO:0009064"	"glutamine family amino acid metabolic pr..."	53	0	0.41	"1.00000"
"GO:0009065"	"glutamine family amino acid catabolic pr..."	20	0	0.15	"1.00000"
"GO:0009066"	"aspartate family amino acid metabolic pr..."	40	0	0.31	"1.00000"
"GO:0009067"	"aspartate family amino acid biosynthetic..."	18	0	0.14	"1.00000"
"GO:0009068"	"aspartate family amino acid catabolic pr..."	18	0	0.14	"1.00000"
"GO:0009069"	"serine family amino acid metabolic proce..."	28	0	0.21	"1.00000"
"GO:0009070"	"serine family amino acid biosynthetic pr..."	13	0	0.1	"1.00000"
"GO:0009072"	"aromatic amino acid family metabolic pro..."	16	0	0.12	"1.00000"
"GO:0009084"	"glutamine family amino acid biosynthetic..."	15	0	0.12	"1.00000"
"GO:0009086"	"methionine biosynthetic process"	10	0	0.08	"1.00000"
"GO:0009110"	"vitamin biosynthetic process"	14	0	0.11	"1.00000"
"GO:0009112"	"nucleobase metabolic process"	26	0	0.2	"1.00000"
"GO:0009113"	"purine nucleobase biosynthetic process"	10	0	0.08	"1.00000"
"GO:0009116"	"nucleoside metabolic process"	79	0	0.61	"1.00000"
"GO:0009119"	"ribonucleoside metabolic process"	53	0	0.41	"1.00000"
"GO:0009123"	"nucleoside monophosphate metabolic proce..."	62	0	0.48	"1.00000"
"GO:0009124"	"nucleoside monophosphate biosynthetic pr..."	37	0	0.28	"1.00000"
"GO:0009126"	"purine nucleoside monophosphate metaboli..."	34	0	0.26	"1.00000"
"GO:0009127"	"purine nucleoside monophosphate biosynth..."	18	0	0.14	"1.00000"
"GO:0009129"	"pyrimidine nucleoside monophosphate meta..."	14	0	0.11	"1.00000"
"GO:0009130"	"pyrimidine nucleoside monophosphate bios..."	13	0	0.1	"1.00000"
"GO:0009133"	"nucleoside diphosphate biosynthetic proc..."	10	0	0.08	"1.00000"
"GO:0009143"	"nucleoside triphosphate catabolic proces..."	10	0	0.08	"1.00000"
"GO:0009147"	"pyrimidine nucleoside triphosphate metab..."	21	0	0.16	"1.00000"
"GO:0009148"	"pyrimidine nucleoside triphosphate biosy..."	18	0	0.14	"1.00000"
"GO:0009151"	"purine deoxyribonucleotide metabolic pro..."	12	0	0.09	"1.00000"
"GO:0009154"	"purine ribonucleotide catabolic process"	27	0	0.21	"1.00000"
"GO:0009156"	"ribonucleoside monophosphate biosyntheti..."	28	0	0.21	"1.00000"
"GO:0009161"	"ribonucleoside monophosphate metabolic p..."	44	0	0.34	"1.00000"
"GO:0009162"	"deoxyribonucleoside monophosphate metabo..."	11	0	0.08	"1.00000"
"GO:0009163"	"nucleoside biosynthetic process"	32	0	0.25	"1.00000"
"GO:0009164"	"nucleoside catabolic process"	19	0	0.15	"1.00000"
"GO:0009166"	"nucleotide catabolic process"	56	0	0.43	"1.00000"
"GO:0009167"	"purine ribonucleoside monophosphate meta..."	32	0	0.25	"1.00000"
"GO:0009168"	"purine ribonucleoside monophosphate bios..."	16	0	0.12	"1.00000"
"GO:0009187"	"cyclic nucleotide metabolic process"	27	0	0.21	"1.00000"
"GO:0009190"	"cyclic nucleotide biosynthetic process"	11	0	0.08	"1.00000"
"GO:0009200"	"deoxyribonucleoside triphosphate metabol..."	17	0	0.13	"1.00000"
"GO:0009208"	"pyrimidine ribonucleoside triphosphate m..."	15	0	0.12	"1.00000"
"GO:0009209"	"pyrimidine ribonucleoside triphosphate b..."	14	0	0.11	"1.00000"
"GO:0009214"	"cyclic nucleotide catabolic process"	13	0	0.1	"1.00000"
"GO:0009218"	"pyrimidine ribonucleotide metabolic proc..."	22	0	0.17	"1.00000"
"GO:0009219"	"pyrimidine deoxyribonucleotide metabolic..."	18	0	0.14	"1.00000"
"GO:0009220"	"pyrimidine ribonucleotide biosynthetic p..."	20	0	0.15	"1.00000"
"GO:0009223"	"pyrimidine deoxyribonucleotide catabolic..."	12	0	0.09	"1.00000"
"GO:0009225"	"nucleotide-sugar metabolic process"	35	0	0.27	"1.00000"
"GO:0009226"	"nucleotide-sugar biosynthetic process"	21	0	0.16	"1.00000"
"GO:0009235"	"cobalamin metabolic process"	13	0	0.1	"1.00000"
"GO:0009247"	"glycolipid biosynthetic process"	56	0	0.43	"1.00000"
"GO:0009250"	"glucan biosynthetic process"	37	0	0.28	"1.00000"
"GO:0009251"	"glucan catabolic process"	19	0	0.15	"1.00000"
"GO:0009261"	"ribonucleotide catabolic process"	28	0	0.21	"1.00000"
"GO:0009262"	"deoxyribonucleotide metabolic process"	34	0	0.26	"1.00000"
"GO:0009263"	"deoxyribonucleotide biosynthetic process"	15	0	0.12	"1.00000"
"GO:0009264"	"deoxyribonucleotide catabolic process"	19	0	0.15	"1.00000"
"GO:0009265"	"2'-deoxyribonucleotide biosynthetic proc..."	12	0	0.09	"1.00000"
"GO:0009267"	"cellular response to starvation"	135	0	1.04	"1.00000"
"GO:0009299"	"mRNA transcription"	14	0	0.11	"1.00000"
"GO:0009301"	"snRNA transcription"	69	0	0.53	"1.00000"
"GO:0009308"	"amine metabolic process"	100	0	0.77	"1.00000"
"GO:0009309"	"amine biosynthetic process"	15	0	0.12	"1.00000"
"GO:0009310"	"amine catabolic process"	13	0	0.1	"1.00000"
"GO:0009311"	"oligosaccharide metabolic process"	42	0	0.32	"1.00000"
"GO:0009312"	"oligosaccharide biosynthetic process"	12	0	0.09	"1.00000"
"GO:0009313"	"oligosaccharide catabolic process"	10	0	0.08	"1.00000"
"GO:0009394"	"2'-deoxyribonucleotide metabolic process"	30	0	0.23	"1.00000"
"GO:0009395"	"phospholipid catabolic process"	32	0	0.25	"1.00000"
"GO:0009408"	"response to heat"	131	0	1	"1.00000"
"GO:0009410"	"response to xenobiotic stimulus"	62	0	0.48	"1.00000"
"GO:0009411"	"response to UV"	125	0	0.96	"1.00000"
"GO:0009415"	"response to water"	10	0	0.08	"1.00000"
"GO:0009435"	"NAD biosynthetic process"	14	0	0.11	"1.00000"
"GO:0009452"	"7-methylguanosine RNA capping"	32	0	0.25	"1.00000"
"GO:0009566"	"fertilization"	88	0	0.68	"1.00000"
"GO:0009593"	"detection of chemical stimulus"	22	0	0.17	"1.00000"
"GO:0009595"	"detection of biotic stimulus"	14	0	0.11	"1.00000"
"GO:0009648"	"photoperiodism"	27	0	0.21	"1.00000"
"GO:0009649"	"entrainment of circadian clock"	29	0	0.22	"1.00000"
"GO:0009650"	"UV protection"	13	0	0.1	"1.00000"
"GO:0009651"	"response to salt stress"	17	0	0.13	"1.00000"
"GO:0009712"	"catechol-containing compound metabolic p..."	30	0	0.23	"1.00000"
"GO:0009713"	"catechol-containing compound biosyntheti..."	11	0	0.08	"1.00000"
"GO:0009913"	"epidermal cell differentiation"	108	0	0.83	"1.00000"
"GO:0009950"	"dorsal/ventral axis specification"	10	0	0.08	"1.00000"
"GO:0009954"	"proximal/distal pattern formation"	15	0	0.12	"1.00000"
"GO:0009988"	"cell-cell recognition"	35	0	0.27	"1.00000"
"GO:0009994"	"oocyte differentiation"	33	0	0.25	"1.00000"
"GO:0010002"	"cardioblast differentiation"	10	0	0.08	"1.00000"
"GO:0010039"	"response to iron ion"	25	0	0.19	"1.00000"
"GO:0010042"	"response to manganese ion"	13	0	0.1	"1.00000"
"GO:0010043"	"response to zinc ion"	30	0	0.23	"1.00000"
"GO:0010155"	"regulation of proton transport"	16	0	0.12	"1.00000"
"GO:0010165"	"response to X-ray"	27	0	0.21	"1.00000"
"GO:0010171"	"body morphogenesis"	43	0	0.33	"1.00000"
"GO:0010172"	"embryonic body morphogenesis"	10	0	0.08	"1.00000"
"GO:0010224"	"response to UV-B"	13	0	0.1	"1.00000"
"GO:0010225"	"response to UV-C"	15	0	0.12	"1.00000"
"GO:0010226"	"response to lithium ion"	15	0	0.12	"1.00000"
"GO:0010257"	"NADH dehydrogenase complex assembly"	56	0	0.43	"1.00000"
"GO:0010259"	"multicellular organism aging"	26	0	0.2	"1.00000"
"GO:0010288"	"response to lead ion"	19	0	0.15	"1.00000"
"GO:0010310"	"regulation of hydrogen peroxide metaboli..."	13	0	0.1	"1.00000"
"GO:0010324"	"membrane invagination"	45	0	0.35	"1.00000"
"GO:0010332"	"response to gamma radiation"	46	0	0.35	"1.00000"
"GO:0010389"	"regulation of G2/M transition of mitotic..."	183	0	1.4	"1.00000"
"GO:0010390"	"histone monoubiquitination"	29	0	0.22	"1.00000"
"GO:0010452"	"histone H3-K36 methylation"	12	0	0.09	"1.00000"
"GO:0010453"	"regulation of cell fate commitment"	11	0	0.08	"1.00000"
"GO:0010457"	"centriole-centriole cohesion"	12	0	0.09	"1.00000"
"GO:0010458"	"exit from mitosis"	25	0	0.19	"1.00000"
"GO:0010460"	"positive regulation of heart rate"	15	0	0.12	"1.00000"
"GO:0010464"	"regulation of mesenchymal cell prolifera..."	22	0	0.17	"1.00000"
"GO:0010499"	"proteasomal ubiquitin-independent protei..."	20	0	0.15	"1.00000"
"GO:0010508"	"positive regulation of autophagy"	112	0	0.86	"1.00000"
"GO:0010517"	"regulation of phospholipase activity"	35	0	0.27	"1.00000"
"GO:0010518"	"positive regulation of phospholipase act..."	28	0	0.21	"1.00000"
"GO:0010522"	"regulation of calcium ion transport into..."	61	0	0.47	"1.00000"
"GO:0010523"	"negative regulation of calcium ion trans..."	12	0	0.09	"1.00000"
"GO:0010524"	"positive regulation of calcium ion trans..."	30	0	0.23	"1.00000"
"GO:0010528"	"regulation of transposition"	12	0	0.09	"1.00000"
"GO:0010529"	"negative regulation of transposition"	12	0	0.09	"1.00000"
"GO:0010559"	"regulation of glycoprotein biosynthetic ..."	33	0	0.25	"1.00000"
"GO:0010560"	"positive regulation of glycoprotein bios..."	17	0	0.13	"1.00000"
"GO:0010561"	"negative regulation of glycoprotein bios..."	11	0	0.08	"1.00000"
"GO:0010564"	"regulation of cell cycle process"	639	0	4.9	"1.00000"
"GO:0010569"	"regulation of double-strand break repair..."	40	0	0.31	"1.00000"
"GO:0010573"	"vascular endothelial growth factor produ..."	18	0	0.14	"1.00000"
"GO:0010574"	"regulation of vascular endothelial growt..."	16	0	0.12	"1.00000"
"GO:0010575"	"positive regulation of vascular endothel..."	14	0	0.11	"1.00000"
"GO:0010586"	"miRNA metabolic process"	24	0	0.18	"1.00000"
"GO:0010591"	"regulation of lamellipodium assembly"	28	0	0.21	"1.00000"
"GO:0010592"	"positive regulation of lamellipodium ass..."	19	0	0.15	"1.00000"
"GO:0010611"	"regulation of cardiac muscle hypertrophy"	45	0	0.35	"1.00000"
"GO:0010613"	"positive regulation of cardiac muscle hy..."	24	0	0.18	"1.00000"
"GO:0010614"	"negative regulation of cardiac muscle hy..."	20	0	0.15	"1.00000"
"GO:0010635"	"regulation of mitochondrial fusion"	12	0	0.09	"1.00000"
"GO:0010644"	"cell communication by electrical couplin..."	23	0	0.18	"1.00000"
"GO:0010649"	"regulation of cell communication by elec..."	10	0	0.08	"1.00000"
"GO:0010656"	"negative regulation of muscle cell apopt..."	25	0	0.19	"1.00000"
"GO:0010657"	"muscle cell apoptotic process"	49	0	0.38	"1.00000"
"GO:0010658"	"striated muscle cell apoptotic process"	27	0	0.21	"1.00000"
"GO:0010659"	"cardiac muscle cell apoptotic process"	25	0	0.19	"1.00000"
"GO:0010660"	"regulation of muscle cell apoptotic proc..."	46	0	0.35	"1.00000"
"GO:0010661"	"positive regulation of muscle cell apopt..."	20	0	0.15	"1.00000"
"GO:0010662"	"regulation of striated muscle cell apopt..."	25	0	0.19	"1.00000"
"GO:0010664"	"negative regulation of striated muscle c..."	17	0	0.13	"1.00000"
"GO:0010665"	"regulation of cardiac muscle cell apopto..."	23	0	0.18	"1.00000"
"GO:0010667"	"negative regulation of cardiac muscle ce..."	14	0	0.11	"1.00000"
"GO:0010714"	"positive regulation of collagen metaboli..."	17	0	0.13	"1.00000"
"GO:0010715"	"regulation of extracellular matrix disas..."	11	0	0.08	"1.00000"
"GO:0010719"	"negative regulation of epithelial to mes..."	24	0	0.18	"1.00000"
"GO:0010738"	"regulation of protein kinase A signaling"	18	0	0.14	"1.00000"
"GO:0010758"	"regulation of macrophage chemotaxis"	18	0	0.14	"1.00000"
"GO:0010759"	"positive regulation of macrophage chemot..."	10	0	0.08	"1.00000"
"GO:0010761"	"fibroblast migration"	41	0	0.31	"1.00000"
"GO:0010762"	"regulation of fibroblast migration"	30	0	0.23	"1.00000"
"GO:0010763"	"positive regulation of fibroblast migrat..."	14	0	0.11	"1.00000"
"GO:0010765"	"positive regulation of sodium ion transp..."	29	0	0.22	"1.00000"
"GO:0010766"	"negative regulation of sodium ion transp..."	16	0	0.12	"1.00000"
"GO:0010799"	"regulation of peptidyl-threonine phospho..."	36	0	0.28	"1.00000"
"GO:0010800"	"positive regulation of peptidyl-threonin..."	22	0	0.17	"1.00000"
"GO:0010801"	"negative regulation of peptidyl-threonin..."	17	0	0.13	"1.00000"
"GO:0010803"	"regulation of tumor necrosis factor-medi..."	46	0	0.35	"1.00000"
"GO:0010804"	"negative regulation of tumor necrosis fa..."	12	0	0.09	"1.00000"
"GO:0010812"	"negative regulation of cell-substrate ad..."	48	0	0.37	"1.00000"
"GO:0010818"	"T cell chemotaxis"	10	0	0.08	"1.00000"
"GO:0010824"	"regulation of centrosome duplication"	40	0	0.31	"1.00000"
"GO:0010826"	"negative regulation of centrosome duplic..."	13	0	0.1	"1.00000"
"GO:0010827"	"regulation of glucose transmembrane tran..."	52	0	0.4	"1.00000"
"GO:0010828"	"positive regulation of glucose transmemb..."	32	0	0.25	"1.00000"
"GO:0010829"	"negative regulation of glucose transmemb..."	10	0	0.08	"1.00000"
"GO:0010830"	"regulation of myotube differentiation"	26	0	0.2	"1.00000"
"GO:0010831"	"positive regulation of myotube different..."	14	0	0.11	"1.00000"
"GO:0010837"	"regulation of keratinocyte proliferation"	24	0	0.18	"1.00000"
"GO:0010839"	"negative regulation of keratinocyte prol..."	11	0	0.08	"1.00000"
"GO:0010842"	"retina layer formation"	17	0	0.13	"1.00000"
"GO:0010847"	"regulation of chromatin assembly"	17	0	0.13	"1.00000"
"GO:0010863"	"positive regulation of phospholipase C a..."	19	0	0.15	"1.00000"
"GO:0010866"	"regulation of triglyceride biosynthetic ..."	15	0	0.12	"1.00000"
"GO:0010867"	"positive regulation of triglyceride bios..."	12	0	0.09	"1.00000"
"GO:0010869"	"regulation of receptor biosynthetic proc..."	18	0	0.14	"1.00000"
"GO:0010870"	"positive regulation of receptor biosynth..."	10	0	0.08	"1.00000"
"GO:0010880"	"regulation of release of sequestered cal..."	21	0	0.16	"1.00000"
"GO:0010881"	"regulation of cardiac muscle contraction..."	16	0	0.12	"1.00000"
"GO:0010882"	"regulation of cardiac muscle contraction..."	20	0	0.15	"1.00000"
"GO:0010917"	"negative regulation of mitochondrial mem..."	12	0	0.09	"1.00000"
"GO:0010923"	"negative regulation of phosphatase activ..."	74	0	0.57	"1.00000"
"GO:0010927"	"cellular component assembly involved in ..."	71	0	0.54	"1.00000"
"GO:0010939"	"regulation of necrotic cell death"	23	0	0.18	"1.00000"
"GO:0010948"	"negative regulation of cell cycle proces..."	288	0	2.21	"1.00000"
"GO:0010950"	"positive regulation of endopeptidase act..."	124	0	0.95	"1.00000"
"GO:0010952"	"positive regulation of peptidase activit..."	142	0	1.09	"1.00000"
"GO:0010954"	"positive regulation of protein processin..."	15	0	0.12	"1.00000"
"GO:0010955"	"negative regulation of protein processin..."	19	0	0.15	"1.00000"
"GO:0010958"	"regulation of amino acid import across p..."	11	0	0.08	"1.00000"
"GO:0010962"	"regulation of glucan biosynthetic proces..."	23	0	0.18	"1.00000"
"GO:0010965"	"regulation of mitotic sister chromatid s..."	58	0	0.44	"1.00000"
"GO:0010970"	"transport along microtubule"	148	0	1.14	"1.00000"
"GO:0010971"	"positive regulation of G2/M transition o..."	26	0	0.2	"1.00000"
"GO:0010972"	"negative regulation of G2/M transition o..."	83	0	0.64	"1.00000"
"GO:0010984"	"regulation of lipoprotein particle clear..."	11	0	0.08	"1.00000"
"GO:0010996"	"response to auditory stimulus"	17	0	0.13	"1.00000"
"GO:0010998"	"regulation of translational initiation b..."	10	0	0.08	"1.00000"
"GO:0014002"	"astrocyte development"	29	0	0.22	"1.00000"
"GO:0014003"	"oligodendrocyte development"	37	0	0.28	"1.00000"
"GO:0014020"	"primary neural tube formation"	85	0	0.65	"1.00000"
"GO:0014029"	"neural crest formation"	10	0	0.08	"1.00000"
"GO:0014047"	"glutamate secretion"	31	0	0.24	"1.00000"
"GO:0014067"	"negative regulation of phosphatidylinosi..."	12	0	0.09	"1.00000"
"GO:0014072"	"response to isoquinoline alkaloid"	23	0	0.18	"1.00000"
"GO:0014741"	"negative regulation of muscle hypertroph..."	21	0	0.16	"1.00000"
"GO:0014742"	"positive regulation of muscle hypertroph..."	24	0	0.18	"1.00000"
"GO:0014743"	"regulation of muscle hypertrophy"	46	0	0.35	"1.00000"
"GO:0014808"	"release of sequestered calcium ion into ..."	22	0	0.17	"1.00000"
"GO:0014841"	"skeletal muscle satellite cell prolifera..."	10	0	0.08	"1.00000"
"GO:0014854"	"response to inactivity"	10	0	0.08	"1.00000"
"GO:0014855"	"striated muscle cell proliferation"	48	0	0.37	"1.00000"
